Store Name,Store Number,Store Complex,Address,City,State,Zip,Phone Number
Traderjoes,39,Shopping List,"24231 Avenida De La Carlota, Suite 100",Laguna Hills,CA,92653,949-461-0927
Traderjoes,103,Shopping List,32351 Street of the Golden Lantern,Laguna Niguel,CA,92677,949-493-8599
Traderjoes,208,Shopping List,1122 A East Stanley Blvd,Livermore,CA,94550,925-243-1947
Traderjoes,116,Shopping List,4210 Long Beach Blvd,Long Beach,CA,90807,562-422-1020
Traderjoes,194,Shopping List,2222 North Bellflower Blvd,Long Beach,CA,90815,562-596-2514
Traderjoes,43,Shopping List,6451 E Pacific Coast  Hwy,Long Beach,CA,90803,562-596-4388
Traderjoes,127,Shopping List,2310 Homestead Rd,Los Altos,CA,94024,408-245-1917
Traderjoes,119,Shopping List,3456 S Sepulveda Blvd,Los Angeles,CA,90034,310-836-2458
Traderjoes,17,Shopping List,2738 Hyperion Ave,Los Angeles,CA,90027,323-665-6774
Traderjoes,192,Shopping List,8000 W Sunset Blvd,Los Angeles,CA,90046,323-822-7663
Traderjoes,206,Shopping List,1600 N Vine St,Los Angeles,CA,90028,323-856-0689
Traderjoes,215,Shopping List,11755 Olympic Blvd,Los Angeles,CA,90064,310-477-5949
Traderjoes,234,Shopping List,1000 Glendon Ave,Los Angeles,CA,90024,310-824-1495
Traderjoes,237,Shopping List,8500 Burton Way,Los Angeles,CA,90048,310-248-2984
Traderjoes,240,Shopping List,175 South Fairfax Ave,Los Angeles,CA,90036,323-931-4012
Traderjoes,250,Shopping List,"3131 S Hoover Street, Suite 1920",Los Angeles,CA,90089,213-749-1497
Traderjoes,31,Shopping List,263 S La Brea Ave,Los Angeles,CA,90036,323-965-1989
Traderjoes,7,Shopping List,10850 National Blvd,Los Angeles,CA,90064,310-470-1917
Traderjoes,181,Shopping List,15466 Los Gatos Blvd,Los Gatos,CA,95032,408-356-2324
Traderjoes,106,Shopping List,1800 Rosecrans Blvd,Manhattan Beach,CA,90266,310-725-9800
Traderjoes,34,Shopping List,1821 Manhattan Beach Blvd,Manhattan Beach,CA,90266,310-372-1274
Traderjoes,205,Shopping List,4675 Admiralty Way,Marina Del Rey,CA,90292,310-301-4461
Traderjoes,261,Shopping List,150 10th St,Marina,CA,93933,831-281-7247
Traderjoes,69,Shopping List,720 Menlo Ave,Menlo Park,CA,94025,650-323-2134
Traderjoes,170,Shopping List,765 Broadway,Millbrae,CA,94030,650-259-9142
Traderjoes,229,Shopping List,1306 Great Mall Pkwy,Milpitas,CA,95035,408-942-6957
Traderjoes,126,Shopping List,25410 Marguerite Pkwy,Mission Viejo,CA,92692,949-581-5638
Traderjoes,9,Shopping List,3250 Dale Road,Modesto,CA,95356,209-491-0445
Traderjoes,112,Shopping List,604 W Huntington Dr,Monrovia,CA,91016,626-358-8884
Traderjoes,204,Shopping List,"570 Munras Ave, Ste 20",Monterey,CA,93940,831-372-2010
Traderjoes,52,Shopping List,2462 Honolulu Ave,Montrose,CA,91020,818-957-3613
Traderjoes,202,Shopping List,17035 Laurel Rd,Morgan Hill,CA,95037,408-778-6409
Traderjoes,81,Shopping List,590 Showers Dr,Mountain View,CA,94040,650-917-1013
Traderjoes,258,Shopping List,40388 Murrieta Hot Springs Rd,Murrieta,CA,92563,951-528-5115
Traderjoes,128,Shopping List,3654 Bel Aire Plaza,Napa,CA,94558,707-256-0806
Traderjoes,125,Shopping List,8086 E Pacific Coast Hwy,Newport Beach,CA,92657,949-494-7404
Traderjoes,252,Shopping List,"6130 Laurel Canyon Bl, Suite 100",North Hollywood,CA,91606,818-762-2963
Traderjoes,312,Shopping List,9224 Reseda Blvd,Northridge,CA,91325,747-245-4766
Traderjoes,198,Shopping List,7514 Redwood Blvd,Novato,CA,94945,415-898-9359
Traderjoes,203,Shopping List,3250 Lakeshore Ave,Oakland,CA,94610,510-238-9076
Traderjoes,231,Shopping List,5727 College Ave,Oakland,CA,94618,510-923-9428
Traderjoes,22,Shopping List,2570 Vista Way,Oceanside,CA,92054,760-433-9994
Traderjoes,46,Shopping List,2114 N Tustin St,Orange,CA,92865,714-283-5697
Traderjoes,79,Shopping List,1170 Forest Ave,Pacific Grove,CA,93950,831-656-0180
Traderjoes,3,Shopping List,44250 Town Center Way,Palm Desert,CA,92260,760-340-2291
Traderjoes,185,Shopping List,39507 10th St W,Palmdale,CA,93551,661-947-2890
Traderjoes,207,Shopping List,855 El Camino Real,Palo Alto,CA,94301,650-327-7018
Traderjoes,171,Shopping List,467 N Rosemead Blvd,Pasadena,CA,91107,626-351-3399
Traderjoes,179,Shopping List,345 S Lake Ave,Pasadena,CA,91101,626-395-9553
Traderjoes,32,Shopping List,3035 E Huntington Dr,Pasadena,CA,91107,626-356-2963
Traderjoes,51,Shopping List,610 S Arroyo Pkwy,Pasadena,CA,91105,626-568-9254
Traderjoes,291,Shopping List,2457 Golden Hill Rd,Paso Robles,CA,93446,
Traderjoes,107,Shopping List,169 N McDowell Blvd,Petaluma,CA,94954,707-769-2782
Traderjoes,230,Shopping List,2742 Pinole Valley Rd,Pinole,CA,94564,510-222-3501
Traderjoes,66,Shopping List,3903 Santa Rita Road,Pleasanton,CA,94588,925-468-0763
Traderjoes,265,Shopping List,13644 Poway Rd,Poway,CA,92064,858-294-6131
Traderjoes,217,Shopping List,6401 Haven Ave,Rancho Cucamonga,CA,91737,909-476-1410
Traderjoes,233,Shopping List,31176 Hawthorne Blvd,Rancho Palos Verdes,CA,90275,310-544-1727
Traderjoes,57,Shopping List,28901 S Western Ave,Rancho Palos Verdes,CA,90275,310-832-1241
Traderjoes,27,Shopping List,30652 Santa Margarita Pkwy,Rancho Santa Margarita,CA,92688,949-888-3640
Traderjoes,219,Shopping List,845 Browning St,Redding,CA,96003,530-223-4875
Traderjoes,99,Shopping List,552 Orange St,Redlands,CA,92374,909-798-3888
Traderjoes,38,Shopping List,1761 S Elena Ave,Redondo Bch.,CA,90277,310-316-1745
Traderjoes,15,Shopping List,6225 Riverside Plaza,Riverside,CA,92506,951-781-2378
Traderjoes,228,Shopping List,"5116 Commons Dr., #103",Rocklin,CA,95677,916-660-9820
Traderjoes,266,Shopping List,10261 Fairway Dr,Roseville,CA,95678,279-217-4579
Traderjoes,80,Shopping List,1117 Roseville Square,Roseville,CA,95678,916-784-9084
Traderjoes,18,Shopping List,613 Mission St,S. Pasadena,CA,91030,626-441-6263
Traderjoes,175,Shopping List,5000 Folsom Blvd,Sacramento,CA,95819,916-456-1853
Traderjoes,70,Shopping List,2625 Marconi Ave,Sacramento,CA,95821,916-481-8797
Traderjoes,174,Shopping List,1482 El Camino Real,San Carlos,CA,94070,650-594-2138
Traderjoes,16,Shopping List,638 Camino de Los Mares,San Clemente,CA,92673,949-240-9996
Traderjoes,188,Shopping List,2401 Truxtun Rd,San Diego,CA,92106,619-758-9272
Traderjoes,21,Shopping List,1640 Garnet Ave,San Diego,CA,92109,858-581-9101
Traderjoes,221,Shopping List,9850 Hibert St,San Diego,CA,92131,858-549-9185
Traderjoes,222,Shopping List,1072 Camino Del Rio North,San Diego,CA,92108,619-297-0749
Traderjoes,223,Shopping List,13480 Highlands Place,San Diego,CA,92130,858-755-7130
Traderjoes,224,Shopping List,"5140 College Ave, Ste 119",San Diego,CA,92115,619-229-9092
Traderjoes,23,Shopping List,11955 Carmel Mountain Rd,San Diego,CA,92128,858-673-0526
Traderjoes,26,Shopping List,"1090 University Avenue, Ste G100-107",San Diego,CA,92103,619-296-3122
Traderjoes,28,Shopping List,856 W Arrow Hwy,San Dimas,CA,91773,909-305-4757
Traderjoes,100,Shopping List,3 Masonic Ave,San Francisco,CA,94118,415-346-9964
Traderjoes,19,Shopping List,401 Bay St,San Francisco,CA,94133,415-351-1013
Traderjoes,200,Shopping List,1095 Hyde St,San Francisco,CA,94109,415-292-7665
Traderjoes,225,Shopping List,10 4th Street,San Francisco,CA,94103,415-536-7801
Traderjoes,226,Shopping List,788 Laguna St,San Francisco,CA,94102,415-718-0175
Traderjoes,236,Shopping List,265 Winston Dr,San Francisco,CA,94132,415-665-1835
Traderjoes,78,Shopping List,555 9th St,San Francisco,CA,94103,415-863-1292
Traderjoes,212,Shopping List,635 Coleman Ave,San Jose,CA,95110,408-298-9731
Traderjoes,232,Shopping List,7250 Bollinger Rd,San Jose,CA,95129,408-873-7384
Traderjoes,62,Shopping List,5269 Prospect,San Jose,CA,95129,408-446-5055
Traderjoes,63,Shopping List,5353 Almaden Expressway #J-38,San Jose,CA,95118,408-264-8120
Traderjoes,249,Shopping List,32151 Camino Capistrano,San Juan Capistrano,CA,92675,949-496-4150
Traderjoes,41,Shopping List,3977 Higuera Street,San Luis Obispo,CA,93401,805-783-2780
Traderjoes,245,Shopping List,45 W Hillsdale Blvd,San Mateo,CA,94403,650-286-1509
Traderjoes,67,Shopping List,1820-22 S Grant Street,San Mateo,CA,94402,650-570-6140
Traderjoes,61,Shopping List,337 3rd St,San Rafael,CA,94901,415-454-9530
Traderjoes,246,Shopping List,300 Market Place,San Ramon,CA,94583,925-275-8140
Traderjoes,113,Shopping List,3329 S Bristol St,Santa Ana,CA,92704,714-424-9304
Traderjoes,183,Shopping List,3025 De La Vina St,Santa Barbara,CA,93105,805-563-7383
Traderjoes,59,Shopping List,222 North Milpas Street,Santa Barbara,CA,93103,805-560-1182
Traderjoes,13,Shopping List,26517 Bouquet Canyon Rd,Santa Clarita,CA,91350,661-263-3796
Traderjoes,263,Shopping List,19037 Golden Valley Rd,Santa Clarita,CA,91387,661-276-1430
Traderjoes,193,Shopping List,700 Front St,Santa Cruz,CA,95060,831-425-0140
Traderjoes,239,Shopping List,1303 S Bradley Rd,Santa Maria,CA,93454,805-925-1657
Traderjoes,253,Shopping List,"2300 Wilshire Blvd, Ste 101",Santa Monica,CA,90403,310-264-2223
Traderjoes,256,Shopping List,500 Broadway,Santa Monica,CA,90401,310-912-6877
Traderjoes,6,Shopping List,3212 Pico Blvd,Santa Monica,CA,90405,310-581-0253
Traderjoes,178,Shopping List,2100 Santa Rosa Ave,Santa Rosa,CA,95407,707-535-0788
Traderjoes,75,Shopping List,3225 Cleveland Ave,Santa Rosa,CA,95403,707-525-1406
Traderjoes,260,Shopping List,9680 Mission Gorge Rd,Santee,CA,92071,619-812-3705
Traderjoes,267,Shopping List,14140 Riverside Dr,Sherman Oaks,CA,91423,747-245-6608
Traderjoes,49,Shopping List,14119 Riverside Dr,Sherman Oaks,CA,91423,818-789-2771
Traderjoes,30,Shopping List,2975-A Cochran St,Simi Valley,CA,93065,805-520-3135
Traderjoes,4,Shopping List,1129 Fair Oaks Ave,South Pasadena,CA,91030,323-784-1840
Traderjoes,187,Shopping List,301 MC Lellan Dr,South San Francisco,CA,94080,650-583-6401
Traderjoes,76,Shopping List,6535 Pacific Ave,Stockton,CA,95207,209-951-7597
Traderjoes,122,Shopping List,11976 Ventura Blvd,Studio City,CA,91604,818-509-0168
Traderjoes,68,Shopping List,316 West El Camino Real,Sunnyvale,CA,94087,408-736-7573
Traderjoes,264,Shopping List,18700 Ventura Blvd,Tarzana,CA,91356,747-212-1646
Traderjoes,102,Shopping List,40665 Winchester Rd,Temecula,CA,92591,951-296-9964
Traderjoes,211,Shopping List,1111 Rossi Road,Templeton,CA,93465,805-434-9562
Traderjoes,196,Shopping List,451 Avenida De Los Arboles,Thousand Oaks,CA,91360,805-492-7107
Traderjoes,243,Shopping List,125 N Reino Road,Thousand Oaks,CA,91320,805-375-1984
Traderjoes,54,Shopping List,10130 Riverside Dr,Toluca Lake,CA,91602,818-762-2787
Traderjoes,121,Shopping List,19720 Hawthorne Blvd,Torrance,CA,90503,310-793-8585
Traderjoes,29,Shopping List,2545 Pacific Coast Hwy,Torrance,CA,90505,310-326-9520
Traderjoes,269,Shopping List,2530 Naglee Rd,Tracy,CA,95304,209-913-5511
Traderjoes,197,Shopping List,1198 Irvine Blvd.,Tustin,CA,92780,714-505-3289
Traderjoes,218,Shopping List,"103 S Mills Rd, Ste 104",Ventura,CA,93003,805-658-2664
Traderjoes,45,Shopping List,1795 S. Victoria Ave,Ventura,CA,93003,805-650-9977
Traderjoes,259,Shopping List,1861 University Dr,Vista,CA,92083,760-502-9816
Traderjoes,123,Shopping List,1372 S California Blvd,Walnut Creek,CA,94596,925-945-1674
Traderjoes,50,Shopping List,6751 Fallbrook Ave,West Hills,CA,91307,818-347-2591
Traderjoes,173,Shopping List,8611 Santa Monica Blvd,West Hollywood,CA,90069,310-657-0152
Traderjoes,40,Shopping List,7310 Santa Monica Blvd,West Hollywood,CA,90046,323-969-8048
Traderjoes,33,Shopping List,8645 S Sepulveda,Westchester,CA,90045,310-338-9238
Traderjoes,58,Shopping List,3835 E Thousand Oaks Blvd,Westlake Village,CA,91362,805-494-5040
Traderjoes,48,Shopping List,15025 E Whittier Blvd,Whittier,CA,90603,562-698-1642
Traderjoes,209,Shopping List,21055 Ventura Blvd,Woodland Hills,CA,91364,818-712-9475
Traderjoes,176,Shopping List,19655 Yorba Linda Blvd,Yorba Linda,CA,92886,714-970-0116
Traderjoes,268,Shopping List,31545 Yucaipa Boulevard,Yucaipa,CA,92399,909-951-6154
Traderjoes,301,Shopping List,1906 28th St,Boulder,CO,80301,303-443-0160
Traderjoes,305,Shopping List,5342 N Nevada Ave,Colorado Springs,CO,80918,719-264-0123
Traderjoes,315,Shopping List,5338 N Nevada Avenue,Colorado Springs,CO,80918,719-266-6838
Traderjoes,300,Shopping List,750 N Colorado Blvd,Denver,CO,80206,303-321-1003
Traderjoes,302,Shopping List,661 Logan Street,Denver,CO,80203,303-318-7112
Traderjoes,310,Shopping List,790 N Colorado Blvd,Denver,CO,80206,303-321-3245
Traderjoes,304,Shopping List,"3500 S College Ave, Ste 110",Fort Collins,CO,80525,970-223-3560
Traderjoes,303,Shopping List,"5910 S University Blvd, Suite E1",Greenwood Village,CO,80121,303-730-3848
Traderjoes,306,Shopping List,"8055 West Bowles Ave, Unit 3A",Littleton,CO,80123,720-981-4563
Traderjoes,309,Shopping List,"18374 Cottonwood Drive, #150",Parker,CO,80138,720-851-0549
Traderjoes,308,Shopping List,9350 Sheridan Blvd,Westminster,CO,80031,720-710-5391
Traderjoes,525,Shopping List,113 Mill Plain Rd,Danbury,CT,06811,203-739-0098
Traderjoes,522,Shopping List,436 Boston Post Rd,Darien,CT,06820,203-656-1414
Traderjoes,523,Shopping List,2258 Black Rock Turnpike,Fairfield,CT,06825,203-330-8301
Traderjoes,586,Shopping List,400 Hebron Ave,Glastonbury,CT,06033,860-633-9270
Traderjoes,597,Shopping List,46 Skiff St,Hamden,CT,06517,475-293-3774
Traderjoes,563,Shopping List,1510 Pleasant Valley Road,Manchester,CT,06042,860-644-3182
Traderjoes,524,Shopping List,560 Boston Post Rd,Orange,CT,06477,203-795-5505
Traderjoes,587,Shopping List,775 Bridgeport Ave,Shelton,CT,06484,475-325-6306
Traderjoes,529,Shopping List,1041 High Ridge Rd,Stamford,CT,06905,203-321-8440
Traderjoes,526,Shopping List,1489 New Britain Ave,West Hartford,CT,06110,860-561-4771
Traderjoes,521,Shopping List,400 Post Road E,Westport,CT,06880,203-226-8966
Traderjoes,620,Shopping List,"2101 Wisconsin Ave NW, Suite A",Washington,DC,20007,202-944-8403
Traderjoes,621,Shopping List,350 Florida Ave. NE,Washington,DC,20002,202-608-1023
Traderjoes,622,Shopping List,750 Pennsylvania Ave SE,Washington,DC,20003,202-698-0190
Traderjoes,653,Shopping List,1101 25th Street NW,Washington,DC,20037,202-296-1921
Traderjoes,662,Shopping List,1914 14th St NW,Washington,DC,20009,202-986-1591
Traderjoes,819,Shopping List,5335 Wisconsin Ave NW,Washington,DC,20015,227-229-0636
Traderjoes,820,Shopping List,701 Monroe St NE,Washington,DC,20017,202-677-7460
Traderjoes,759,Shopping List,2500 Fashion Center Blvd.,Newark,DE,19702,302-292-6825
Traderjoes,636,Shopping List,5605 Concord Pike,Wilmington,DE,19803,302-478-8494
Traderjoes,773,Shopping List,855 S Federal Hwy,Boca Raton,FL,33432,561-338-5031
Traderjoes,780,Shopping List,8111 Cooper Creek Blvd,Bradenton,FL,34201,941-355-2394
Traderjoes,781,Shopping List,211 S. Dixie Highway,Coral Gables,FL,33133,305-442-5402
Traderjoes,782,Shopping List,2796 N. University Drive,Coral Springs,FL,33065,954-227-3407
Traderjoes,778,Shopping List,2296 S University Dr,Davie,FL,33324,954-512-2968
Traderjoes,797,Shopping List,1511 Cornerstone Blvd,Daytona Beach,FL,32117,386-308-1218
Traderjoes,771,Shopping List,"1851 S Federal Hwy, Ste 500",Delray Beach,FL,33483,561-278-1493
Traderjoes,776,Shopping List,1560 N Federal Hwy,Fort Lauderdale,FL,33304,954-537-3585
Traderjoes,784,Shopping List,4983 S. Cleveland Avenue,Fort Myers,FL,33907,239-275-1712
Traderjoes,764,Shopping List,3724 SW Archer Rd,Gainesville,FL,32608,352-378-9321
Traderjoes,760,Shopping List,4180 S 3rd St,Jacksonville Beach,FL,32250,904-241-1770
Traderjoes,769,Shopping List,11112 San Jose Blvd,Jacksonville,FL,32223,904-880-0582
Traderjoes,848,Shopping List,"2221 Town Center Ave, Ste 101",Melbourne,FL,32940,321-338-3418
Traderjoes,779,Shopping List,1683 West Ave,Miami Beach,FL,33139,305-534-4951
Traderjoes,770,Shopping List,9205 S Dixie Hwy,Miami,FL,33156,305-661-1432
Traderjoes,794,Shopping List,3191 NE 1st Ave,Miami,FL,33137,786-422-0606
Traderjoes,762,Shopping List,10600 Tamiami Trail N,Naples,FL,34108,239-596-5631
Traderjoes,768,Shopping List,8323 Sand Lake Rd,Orlando,FL,32819,407-345-0611
Traderjoes,876,Shopping List,1444 North Alafaya Trail,Orlando,FL,32828,
Traderjoes,772,Shopping List,2560 PGA Blvd,Palm Beach Gardens,FL,33410,561-514-6770
Traderjoes,795,Shopping List,33597 US Hwy 19 N,Palm Harbor,FL,34684,727-436-4019
Traderjoes,775,Shopping List,11960 Pines Blvd,Pembroke Pines,FL,33026,954-432-0405
Traderjoes,761,Shopping List,4101 S Tamiami Trail,Sarasota,FL,34231,941-922-5727
Traderjoes,767,Shopping List,2742 4th St N,St. Petersburg,FL,33704,727-824-0907
Traderjoes,763,Shopping List,"3425 Thomasville Rd, Unit 19",Tallahassee,FL,32309,850-894-2538
Traderjoes,766,Shopping List,3808 W Swann Ave,Tampa,FL,33609,813-872-6846
Traderjoes,774,Shopping List,2877 South State Rd 7,Wellington,FL,33414,561-656-1067
Traderjoes,796,Shopping List,8111 S Dixie Highway,West Palm Beach,FL,33405,
Traderjoes,765,Shopping List,131 Orlando Ave.,Winter Park,FL,32789,407-622-0874
Traderjoes,798,Shopping List,1605 Halcyon Days Trail,Alpharetta,GA,30005,470-762-3171
Traderjoes,736,Shopping List,"1850 Epps Bridge Pkwy, Ste 331",Athens,GA,30606,706-583-8934
Traderjoes,730,Shopping List,931 Monroe Dr,Atlanta,GA,30308,404-815-9210
Traderjoes,735,Shopping List,3183 Peachtree Rd,Atlanta,GA,30305,404-842-0907
Traderjoes,806,Shopping List,1000 Medley Blvd,Johns Creek,GA,30097,
Traderjoes,732,Shopping List,4250 Roswell Road,Marietta,GA,30062,678-560-3585
Traderjoes,734,Shopping List,"5185 Peachtree Pkwy, Ste 101",Norcross,GA,30092,678-966-9236
Traderjoes,800,Shopping List,258 City Circle,Peachtree City,GA,30269,404-907-2283
